feedback_id,user_id,feedback_date,channel,rating,text,platform
449,U01230,2025-04-28,app_store_review,2,"Статистика глючит — показывает, что я тренировался 0 минут, хотя прошёл полную тренировку.",ios
250,U00662,2025-04-29,nps_survey,3,Регистрация заняла 10 минут — слишком много вопросов. Чуть не бросил на середине.,ios
336,U00925,2025-04-29,nps_survey,5,Хочется больше силовых программ с прогрессией. Сейчас всё слишком базовое.,ios
817,U02207,2025-04-29,in_app_feedback,2,"Крашится при открытии раздела с медитациями. Обидно, потому что контент нравится.",android
206,U00561,2025-04-30,support_ticket,4,"Статистика глючит — показывает, что я тренировался 0 минут, хотя прошёл полную тренировку.",android
569,U01557,2025-04-30,in_app_feedback,5,"Супер приложение! Занимаюсь каждый день уже 2 месяца, чувствую себя прекрасно.",ios
733,U02018,2025-04-30,google_play_review,5,"Нельзя создать свой плейлист тренировок. Это базовая функция, добавьте!",android
111,U00285,2025-05-01,in_app_feedback,2,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",web
148,U00380,2025-05-01,in_app_feedback,5,Тренер Анна — огонь! Её программа по йоге реально изменила мою гибкость.,android
279,U00745,2025-05-01,in_app_feedback,2,"Пробный период 3 дня — это шутка? Не успеваешь ничего оценить, а деньги уже списали.",ios
816,U02207,2025-05-01,google_play_review,1,"Не могу даже зайти — белый экран и вылет. Телефон новый, проблема точно не в нём.",android
1028,U02755,2025-05-01,app_store_review,2,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",ios
487,U01328,2025-05-02,nps_survey,2,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",android
592,U01616,2025-05-02,in_app_feedback,2,Невозможно пользоваться — каждая вторая тренировка заканчивается вылетом.,android
273,U00725,2025-05-03,in_app_feedback,2,"Классные тренеры, но мало программ. За 3 месяца ощущение, что контент закончился.",ios
281,U00751,2025-05-03,in_app_feedback,2,Первая тренировка-рекомендация была слишком сложной. Чуть не умер. Плохой подбор.,ios
620,U01698,2025-05-03,in_app_feedback,2,"Крашится при открытии раздела с медитациями. Обидно, потому что контент нравится.",ios
664,U01803,2025-05-04,support_ticket,5,"Отличное приложение! Медитации перед сном — лучшее, что я пробовал.",ios
723,U01991,2025-05-04,google_play_review,3,"Круто, что есть программы по уровням. Начинал с нуля, сейчас уже на среднем.",android
799,U02167,2025-05-04,google_play_review,4,"Похудела на 5 кг за 2 месяца, просто следуя программе. Очень довольна!",android
1023,U02733,2025-05-04,in_app_feedback,3,Автосписание без предупреждения — нечестно. Пришлось возвращать через банк.,ios
461,U01266,2025-05-05,google_play_review,2,"Онбординг не пропускается. Я уже занимаюсь спортом, мне не нужны базовые советы.",android
638,U01732,2025-05-05,app_store_review,1,"Отличное приложение! Медитации перед сном — лучшее, что я пробовал.",ios
849,U02317,2025-05-05,support_ticket,4,Тренер Анна — огонь! Её программа по йоге реально изменила мою гибкость.,ios
990,U02663,2025-05-05,nps_survey,1,"Отличное приложение! Медитации перед сном — лучшее, что я пробовал.",android
344,U00947,2025-05-06,in_app_feedback,3,Нет фильтра по длительности. Хочу найти тренировку на 20 минут — приходится листать всё.,android
645,U01741,2025-05-06,google_play_review,1,"Приложение зависает при загрузке видео. Samsung Galaxy S23, последняя версия.",web
684,U01849,2025-05-06,google_play_review,3,Конкуренты дешевле и дают больше. Не вижу смысла переплачивать.,web
685,U01849,2025-05-06,google_play_review,2,Невозможно пользоваться — каждая вторая тренировка заканчивается вылетом.,web
269,U00704,2025-05-07,support_ticket,1,"Классные тренеры, но мало программ. За 3 месяца ощущение, что контент закончился.",android
960,U02569,2025-05-07,nps_survey,4,"Круто, что есть программы по уровням. Начинал с нуля, сейчас уже на среднем.",ios
586,U01606,2025-05-08,in_app_feedback,5,"Очень удобно, что можно скачать тренировку оффлайн. Занимаюсь в самолёте!",android
907,U02441,2025-05-08,nps_survey,5,"Отличное приложение! Медитации перед сном — лучшее, что я пробовал.",ios
79,U00205,2025-05-09,nps_survey,5,"Наконец-то нашла удобное приложение для дома. Тренеры классные, объясняют понятно.",ios
270,U00704,2025-05-09,google_play_review,3,"Нельзя создать свой плейлист тренировок. Это базовая функция, добавьте!",android
837,U02275,2025-05-10,support_ticket,3,Подарил жене подписку — она в восторге. Занимается каждый день.,android
300,U00815,2025-05-11,nps_survey,4,"Алексей по силовым — профи. Чувствуется, что он реально разбирается в биомеханике.",android
391,U01074,2025-05-11,google_play_review,2,"Онбординг не пропускается. Я уже занимаюсь спортом, мне не нужны базовые советы.",web
967,U02579,2025-05-11,app_store_review,5,Подарил жене подписку — она в восторге. Занимается каждый день.,ios
954,U02549,2025-05-12,google_play_review,4,Мало тренировок для продвинутых. Через месяц уже всё перепробовал — нечего делать.,android
542,U01507,2025-05-13,in_app_feedback,1,"Статистика глючит — показывает, что я тренировался 0 минут, хотя прошёл полную тренировку.",android
828,U02244,2025-05-13,in_app_feedback,4,"Дмитрий — лучший тренер по HIIT. Жёстко, но результат виден через неделю.",android
389,U01074,2025-05-14,nps_survey,1,Календарь тренировок не синхронизируется между устройствами.,web
658,U01775,2025-05-14,app_store_review,5,"Алексей по силовым — профи. Чувствуется, что он реально разбирается в биомеханике.",ios
147,U00380,2025-05-15,google_play_review,5,Интерфейс на планшете выглядит ужасно — всё растянуто. Оптимизируйте!,android
275,U00731,2025-05-15,google_play_review,1,Первая тренировка-рекомендация была слишком сложной. Чуть не умер. Плохой подбор.,web
390,U01074,2025-05-15,nps_survey,2,Конкуренты дешевле и дают больше. Не вижу смысла переплачивать.,web
790,U02157,2025-05-15,support_ticket,4,"Статистика глючит — показывает, что я тренировался 0 минут, хотя прошёл полную тренировку.",android
117,U00311,2025-05-16,support_ticket,1,"Приложение зависает при загрузке видео. Samsung Galaxy S23, последняя версия.",android
121,U00318,2025-05-16,app_store_review,5,"Алексей по силовым — профи. Чувствуется, что он реально разбирается в биомеханике.",ios
188,U00502,2025-05-16,google_play_review,2,Приложение вылетает каждый раз при попытке начать тренировку. Уже переустанавливал — не помогает.,android
274,U00731,2025-05-17,support_ticket,3,Приложение вылетает каждый раз при попытке начать тренировку. Уже переустанавливал — не помогает.,web
736,U02024,2025-05-17,support_ticket,3,"Обожаю тренировки с Мариной! Она так позитивно ведёт, что не хочется бросать.",ios
760,U02072,2025-05-17,in_app_feedback,5,"Медитаций всего штук 10. Конкуренты предлагают сотни. Добавьте, пожалуйста!",web
464,U01269,2025-05-18,in_app_feedback,1,Первая тренировка-рекомендация была слишком сложной. Чуть не умер. Плохой подбор.,web
775,U02118,2025-05-18,support_ticket,2,Регистрация заняла 10 минут — слишком много вопросов. Чуть не бросил на середине.,ios
862,U02349,2025-05-18,app_store_review,5,"Дмитрий — лучший тренер по HIIT. Жёстко, но результат виден через неделю.",ios
463,U01269,2025-05-19,google_play_review,2,"Крашится при открытии раздела с медитациями. Обидно, потому что контент нравится.",web
518,U01439,2025-05-20,nps_survey,2,Календарь тренировок не синхронизируется между устройствами.,android
557,U01538,2025-05-21,app_store_review,5,"Дмитрий — лучший тренер по HIIT. Жёстко, но результат виден через неделю.",ios
731,U02008,2025-05-21,google_play_review,4,Нет возможности поставить тренировку на паузу и продолжить потом. Неудобно.,web
870,U02357,2025-05-21,support_ticket,3,"Статистика глючит — показывает, что я тренировался 0 минут, хотя прошёл полную тренировку.",android
1039,U02773,2025-05-21,nps_survey,4,Подарил жене подписку — она в восторге. Занимается каждый день.,android
1048,U02802,2025-05-21,nps_survey,2,Приложение вылетает каждый раз при попытке начать тренировку. Уже переустанавливал — не помогает.,ios
174,U00452,2025-05-22,in_app_feedback,3,Интеграция с Apple Watch — огонь. Всё автоматически синхронизируется.,ios
707,U01933,2025-05-22,google_play_review,2,"После последнего обновления приложение стало жутко тормозить. Pixel 7, Android 14.",android
931,U02512,2025-05-22,support_ticket,3,"799₽/мес — это перебор. Готов платить 399₽, не больше.",ios
71,U00185,2025-05-23,support_ticket,4,"Йога — только для начинающих. А где виньяса, аштанга? Добавьте что-нибудь серьёзное.",android
1101,U02991,2025-05-23,nps_survey,5,"Отличное приложение! Медитации перед сном — лучшее, что я пробовал.",ios
90,U00231,2025-05-24,in_app_feedback,1,Интерфейс на планшете выглядит ужасно — всё растянуто. Оптимизируйте!,android
951,U02543,2025-05-25,app_store_review,5,"Отличное приложение! Медитации перед сном — лучшее, что я пробовал.",ios
89,U00231,2025-05-26,in_app_feedback,2,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",android
563,U01549,2025-05-26,nps_survey,5,Поиск не работает нормально. Ищу 'йога для спины' — показывает HIIT.,android
339,U00931,2025-05-27,support_ticket,5,"Алексей по силовым — профи. Чувствуется, что он реально разбирается в биомеханике.",android
509,U01391,2025-05-27,in_app_feedback,5,Мало тренировок для продвинутых. Через месяц уже всё перепробовал — нечего делать.,ios
587,U01608,2025-05-27,google_play_review,1,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",android
646,U01743,2025-05-27,support_ticket,4,"Дмитрий — лучший тренер по HIIT. Жёстко, но результат виден через неделю.",android
695,U01880,2025-05-27,in_app_feedback,1,Постоянные краши на андроиде. После обновления стало ещё хуже. Верните старую версию!,web
593,U01619,2025-05-28,nps_survey,3,Уведомления приходят в 3 часа ночи. Настройки времени не работают.,ios
782,U02131,2025-05-28,nps_survey,4,"Алексей по силовым — профи. Чувствуется, что он реально разбирается в биомеханике.",ios
961,U02569,2025-05-28,support_ticket,4,Мало тренировок для продвинутых. Через месяц уже всё перепробовал — нечего делать.,ios
1047,U02802,2025-05-28,support_ticket,2,"Приложение зависает при загрузке видео. Samsung Galaxy S23, последняя версия.",ios
722,U01983,2025-05-29,app_store_review,2,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",ios
930,U02489,2025-05-29,nps_survey,2,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",android
1001,U02684,2025-05-29,nps_survey,5,"Отличное приложение! Медитации перед сном — лучшее, что я пробовал.",android
1049,U02802,2025-05-29,app_store_review,3,"После последнего обновления приложение стало жутко тормозить. Pixel 7, Android 14.",ios
683,U01842,2025-05-30,google_play_review,5,Интеграция с Apple Watch — огонь. Всё автоматически синхронизируется.,android
792,U02158,2025-05-30,nps_survey,4,"Удобный интерфейс, красивый дизайн. Приятно заниматься.",ios
836,U02274,2025-05-30,app_store_review,1,За такие деньги ожидаешь больше. YouTube бесплатный и там контент не хуже.,ios
1090,U02946,2025-05-30,google_play_review,2,Автосписание без предупреждения — нечестно. Пришлось возвращать через банк.,android
23,U00055,2025-05-31,in_app_feedback,1,"Онбординг не пропускается. Я уже занимаюсь спортом, мне не нужны базовые советы.",ios
788,U02154,2025-05-31,nps_survey,5,"Очень удобно, что можно скачать тренировку оффлайн. Занимаюсь в самолёте!",ios
861,U02348,2025-05-31,in_app_feedback,3,Контент однообразный. Каждую неделю одни и те же тренировки по кругу.,ios
864,U02349,2025-05-31,nps_survey,5,Тренер Анна — огонь! Её программа по йоге реально изменила мою гибкость.,ios
72,U00186,2025-06-01,nps_survey,5,"Дмитрий — лучший тренер по HIIT. Жёстко, но результат виден через неделю.",ios
73,U00189,2025-06-01,in_app_feedback,1,"Приложение зависает при загрузке видео. Samsung Galaxy S23, последняя версия.",android
293,U00793,2025-06-01,nps_survey,2,"После последнего обновления приложение стало жутко тормозить. Pixel 7, Android 14.",android
347,U00969,2025-06-01,app_store_review,5,"Очень удобно, что можно скачать тренировку оффлайн. Занимаюсь в самолёте!",ios
420,U01166,2025-06-01,app_store_review,5,"Наконец-то нашла удобное приложение для дома. Тренеры классные, объясняют понятно.",ios
456,U01260,2025-06-01,in_app_feedback,2,"799₽/мес — это перебор. Готов платить 399₽, не больше.",android
693,U01880,2025-06-01,google_play_review,2,"Приложение зависает при загрузке видео. Samsung Galaxy S23, последняя версия.",web
694,U01880,2025-06-01,support_ticket,2,"Пробный период 3 дня — это шутка? Не успеваешь ничего оценить, а деньги уже списали.",web
710,U01951,2025-06-01,app_store_review,5,"Наконец-то нашла удобное приложение для дома. Тренеры классные, объясняют понятно.",ios
941,U02535,2025-06-01,app_store_review,2,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",ios
177,U00466,2025-06-02,app_store_review,3,Интерфейс на планшете выглядит ужасно — всё растянуто. Оптимизируйте!,ios
490,U01341,2025-06-02,app_store_review,3,Поиск не работает нормально. Ищу 'йога для спины' — показывает HIIT.,ios
514,U01426,2025-06-02,in_app_feedback,1,"Тренировка прерывается на середине, приложение закрывается. Потерял прогресс 3 раза подряд.",ios
751,U02051,2025-06-02,in_app_feedback,2,Уведомления приходят в 3 часа ночи. Настройки времени не работают.,ios
749,U02051,2025-06-03,in_app_feedback,3,Уведомления приходят в 3 часа ночи. Настройки времени не работают.,ios
840,U02277,2025-06-03,google_play_review,3,Автосписание без предупреждения — нечестно. Пришлось возвращать через банк.,android
178,U00476,2025-06-04,google_play_review,1,Хочется больше силовых программ с прогрессией. Сейчас всё слишком базовое.,android
457,U01261,2025-06-04,app_store_review,1,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",ios
588,U01608,2025-06-04,support_ticket,3,"Приложение зависает при загрузке видео. Samsung Galaxy S23, последняя версия.",android
750,U02051,2025-06-04,app_store_review,1,"Классные тренеры, но мало программ. За 3 месяца ощущение, что контент закончился.",ios
770,U02107,2025-06-04,support_ticket,4,Интеграция с Apple Watch — огонь. Всё автоматически синхронизируется.,ios
1089,U02946,2025-06-04,google_play_review,1,"Пробный период 3 дня — это шутка? Не успеваешь ничего оценить, а деньги уже списали.",android
594,U01623,2025-06-05,support_ticket,2,"Годовая подписка по-прежнему дорого. Скидку давайте нормальную, а не 10%.",ios
860,U02348,2025-06-05,app_store_review,4,Календарь тренировок не синхронизируется между устройствами.,ios
999,U02684,2025-06-05,google_play_review,3,"Отличное приложение! Медитации перед сном — лучшее, что я пробовал.",android
74,U00189,2025-06-06,nps_survey,2,"Тренировка прерывается на середине, приложение закрывается. Потерял прогресс 3 раза подряд.",android
96,U00247,2025-06-06,nps_survey,1,"Статистика глючит — показывает, что я тренировался 0 минут, хотя прошёл полную тренировку.",android
567,U01555,2025-06-07,support_ticket,3,Где тренировки с гирями? Только гантели и собственный вес — маловато.,android
839,U02277,2025-06-07,nps_survey,3,Интерфейс на планшете выглядит ужасно — всё растянуто. Оптимизируйте!,android
1056,U02831,2025-06-07,nps_survey,5,"Круто, что есть программы по уровням. Начинал с нуля, сейчас уже на среднем.",web
15,U00036,2025-06-08,support_ticket,2,"799₽/мес — это перебор. Готов платить 399₽, не больше.",web
30,U00088,2025-06-08,google_play_review,2,"Подписка слишком дорогая для того объёма контента, что есть. Снизьте цену или добавьте функций.",android
755,U02062,2025-06-08,nps_survey,2,"Онбординг не пропускается. Я уже занимаюсь спортом, мне не нужны базовые советы.",web
756,U02062,2025-06-08,google_play_review,1,Первая тренировка-рекомендация была слишком сложной. Чуть не умер. Плохой подбор.,web
878,U02378,2025-06-08,google_play_review,1,Автосписание без предупреждения — нечестно. Пришлось возвращать через банк.,android
950,U02543,2025-06-08,nps_survey,5,"Дмитрий — лучший тренер по HIIT. Жёстко, но результат виден через неделю.",ios
1060,U02841,2025-06-08,in_app_feedback,5,"Алексей по силовым — профи. Чувствуется, что он реально разбирается в биомеханике.",android
106,U00263,2025-06-09,support_ticket,2,Хочу больше коротких тренировок на 10-15 минут для перерывов между работой.,ios
304,U00842,2025-06-09,nps_survey,3,"Йога — только для начинающих. А где виньяса, аштанга? Добавьте что-нибудь серьёзное.",ios
10,U00020,2025-06-10,in_app_feedback,5,Интеграция с Apple Watch — огонь. Всё автоматически синхронизируется.,ios
68,U00176,2025-06-10,app_store_review,4,Поиск не работает нормально. Ищу 'йога для спины' — показывает HIIT.,ios
237,U00632,2025-06-10,support_ticket,3,Конкуренты дешевле и дают больше. Не вижу смысла переплачивать.,ios
547,U01516,2025-06-10,nps_survey,4,Нравится функция напоминаний. Помогает не пропускать тренировки.,ios
818,U02209,2025-06-10,nps_survey,5,Лучшее фитнес-приложение на русском языке. Спасибо!,android
1024,U02740,2025-06-10,google_play_review,4,"Круто, что есть программы по уровням. Начинал с нуля, сейчас уже на среднем.",android
295,U00808,2025-06-11,google_play_review,3,"Онбординг не пропускается. Я уже занимаюсь спортом, мне не нужны базовые советы.",android
584,U01596,2025-06-12,google_play_review,5,"Алексей по силовым — профи. Чувствуется, что он реально разбирается в биомеханике.",android
644,U01738,2025-06-12,nps_survey,5,Тренер Анна — огонь! Её программа по йоге реально изменила мою гибкость.,android
372,U01023,2025-06-13,support_ticket,1,После регистрации непонятно куда идти. Где кнопка 'начать тренировку'?,ios
1015,U02704,2025-06-13,google_play_review,1,Уведомления приходят в 3 часа ночи. Настройки времени не работают.,web
408,U01116,2025-06-14,support_ticket,5,Уведомления приходят в 3 часа ночи. Настройки времени не работают.,android
985,U02637,2025-06-14,google_play_review,1,"Не могу даже зайти — белый экран и вылет. Телефон новый, проблема точно не в нём.",android
236,U00632,2025-06-15,app_store_review,1,"Пробный период 3 дня — это шутка? Не успеваешь ничего оценить, а деньги уже списали.",ios
488,U01333,2025-06-15,in_app_feedback,3,"Круто, что есть программы по уровням. Начинал с нуля, сейчас уже на среднем.",android
585,U01606,2025-06-15,in_app_feedback,5,"Обожаю тренировки с Мариной! Она так позитивно ведёт, что не хочется бросать.",android
1033,U02762,2025-06-15,nps_survey,1,Нет фильтра по длительности. Хочу найти тренировку на 20 минут — приходится листать всё.,ios
120,U00316,2025-06-16,support_ticket,3,"Классные тренеры, но мало программ. За 3 месяца ощущение, что контент закончился.",ios
326,U00906,2025-06-16,support_ticket,1,"Крашится при открытии раздела с медитациями. Обидно, потому что контент нравится.",ios
576,U01574,2025-06-16,support_ticket,2,Конкуренты дешевле и дают больше. Не вижу смысла переплачивать.,ios
337,U00925,2025-06-17,support_ticket,5,"Медитаций всего штук 10. Конкуренты предлагают сотни. Добавьте, пожалуйста!",ios
535,U01480,2025-06-18,app_store_review,2,"Подписка слишком дорогая для того объёма контента, что есть. Снизьте цену или добавьте функций.",ios
577,U01574,2025-06-18,support_ticket,1,Нет ничего по плаванию или бегу на улице. Только домашние тренировки.,ios
709,U01951,2025-06-18,app_store_review,5,Тренер Анна — огонь! Её программа по йоге реально изменила мою гибкость.,ios
240,U00637,2025-06-19,google_play_review,4,Мало тренировок для продвинутых. Через месяц уже всё перепробовал — нечего делать.,android
306,U00844,2025-06-19,app_store_review,3,После регистрации непонятно куда идти. Где кнопка 'начать тренировку'?,ios
740,U02036,2025-06-19,google_play_review,5,"Круто, что есть программы по уровням. Начинал с нуля, сейчас уже на среднем.",android
927,U02481,2025-06-20,support_ticket,5,"Отличное приложение! Медитации перед сном — лучшее, что я пробовал.",android
989,U02646,2025-06-20,support_ticket,2,Приложение вылетает каждый раз при попытке начать тренировку. Уже переустанавливал — не помогает.,android
1064,U02850,2025-06-20,in_app_feedback,1,За такие деньги ожидаешь больше. YouTube бесплатный и там контент не хуже.,ios
289,U00780,2025-06-21,google_play_review,1,После регистрации непонятно куда идти. Где кнопка 'начать тренировку'?,web
305,U00842,2025-06-21,support_ticket,4,"Нет тренировок для пожилых. Маме хотела подарить подписку, но ей слишком интенсивно.",ios
575,U01574,2025-06-21,nps_survey,1,Нет ничего по плаванию или бегу на улице. Только домашние тренировки.,ios
1063,U02850,2025-06-21,app_store_review,1,"Медитаций всего штук 10. Конкуренты предлагают сотни. Добавьте, пожалуйста!",ios
1008,U02695,2025-06-22,nps_survey,4,Поиск не работает нормально. Ищу 'йога для спины' — показывает HIIT.,android
56,U00152,2025-06-24,google_play_review,1,"Тренировка прерывается на середине, приложение закрывается. Потерял прогресс 3 раза подряд.",web
768,U02101,2025-06-24,nps_survey,2,Первая тренировка-рекомендация была слишком сложной. Чуть не умер. Плохой подбор.,web
783,U02131,2025-06-24,nps_survey,5,"Дмитрий — лучший тренер по HIIT. Жёстко, но результат виден через неделю.",ios
1022,U02731,2025-06-24,support_ticket,4,"Алексей по силовым — профи. Чувствуется, что он реально разбирается в биомеханике.",android
162,U00411,2025-06-25,app_store_review,1,"Крашится при открытии раздела с медитациями. Обидно, потому что контент нравится.",ios
225,U00605,2025-06-25,support_ticket,1,"Онбординг не пропускается. Я уже занимаюсь спортом, мне не нужны базовые советы.",ios
412,U01129,2025-06-25,nps_survey,1,Нет возможности поставить тренировку на паузу и продолжить потом. Неудобно.,ios
958,U02559,2025-06-25,google_play_review,4,"Обожаю тренировки с Мариной! Она так позитивно ведёт, что не хочется бросать.",web
25,U00060,2025-06-26,google_play_review,3,Автосписание без предупреждения — нечестно. Пришлось возвращать через банк.,android
325,U00906,2025-06-26,nps_survey,2,Конкуренты дешевле и дают больше. Не вижу смысла переплачивать.,ios
1005,U02691,2025-06-26,nps_survey,1,Регистрация заняла 10 минут — слишком много вопросов. Чуть не бросил на середине.,android
1035,U02765,2025-06-26,in_app_feedback,2,Регистрация заняла 10 минут — слишком много вопросов. Чуть не бросил на середине.,web
282,U00753,2025-06-27,app_store_review,1,Нет ничего по плаванию или бегу на улице. Только домашние тренировки.,ios
365,U01008,2025-06-28,nps_survey,5,"Супер приложение! Занимаюсь каждый день уже 2 месяца, чувствую себя прекрасно.",web
884,U02394,2025-06-28,app_store_review,1,Постоянные краши на андроиде. После обновления стало ещё хуже. Верните старую версию!,ios
283,U00753,2025-06-29,support_ticket,2,"Круто, что есть программы по уровням. Начинал с нуля, сейчас уже на среднем.",ios
882,U02387,2025-06-29,nps_survey,2,"Крашится при открытии раздела с медитациями. Обидно, потому что контент нравится.",ios
163,U00411,2025-07-01,nps_survey,1,Конкуренты дешевле и дают больше. Не вижу смысла переплачивать.,ios
318,U00869,2025-07-02,in_app_feedback,3,"Заплатил за месяц, половина функций оказалась только в Pro. Ощущение обмана.",ios
29,U00083,2025-07-03,app_store_review,1,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",ios
370,U01018,2025-07-03,google_play_review,5,"Алексей по силовым — профи. Чувствуется, что он реально разбирается в биомеханике.",android
995,U02672,2025-07-03,support_ticket,2,Календарь тренировок не синхронизируется между устройствами.,web
33,U00096,2025-07-04,google_play_review,1,"799₽/мес — это перебор. Готов платить 399₽, не больше.",android
86,U00220,2025-07-04,app_store_review,3,"Супер приложение! Занимаюсь каждый день уже 2 месяца, чувствую себя прекрасно.",ios
669,U01810,2025-07-04,in_app_feedback,4,"Медитаций всего штук 10. Конкуренты предлагают сотни. Добавьте, пожалуйста!",web
692,U01877,2025-07-04,nps_survey,3,После регистрации непонятно куда идти. Где кнопка 'начать тренировку'?,android
893,U02406,2025-07-04,support_ticket,5,Нравится функция напоминаний. Помогает не пропускать тренировки.,android
32,U00096,2025-07-05,support_ticket,1,Нет фильтра по длительности. Хочу найти тренировку на 20 минут — приходится листать всё.,android
785,U02144,2025-07-05,google_play_review,1,Баг: при переходе между упражнениями экран мигает и иногда крашится.,android
1020,U02727,2025-07-05,nps_survey,2,"Статистика глючит — показывает, что я тренировался 0 минут, хотя прошёл полную тренировку.",android
51,U00138,2025-07-06,google_play_review,1,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",android
149,U00380,2025-07-06,nps_survey,3,Нравится функция напоминаний. Помогает не пропускать тренировки.,android
771,U02107,2025-07-06,app_store_review,5,"Классные тренеры, но мало программ. За 3 месяца ощущение, что контент закончился.",ios
933,U02522,2025-07-06,in_app_feedback,4,Контент однообразный. Каждую неделю одни и те же тренировки по кругу.,ios
31,U00096,2025-07-07,google_play_review,2,"Подписка слишком дорогая для того объёма контента, что есть. Снизьте цену или добавьте функций.",android
69,U00176,2025-07-07,app_store_review,4,Тренер Анна — огонь! Её программа по йоге реально изменила мою гибкость.,ios
84,U00220,2025-07-07,app_store_review,3,Нет ничего по плаванию или бегу на улице. Только домашние тренировки.,ios
772,U02112,2025-07-07,in_app_feedback,2,"После последнего обновления приложение стало жутко тормозить. Pixel 7, Android 14.",android
881,U02387,2025-07-07,app_store_review,1,"Крашится при открытии раздела с медитациями. Обидно, потому что контент нравится.",ios
934,U02522,2025-07-07,app_store_review,2,"799₽/мес — это перебор. Готов платить 399₽, не больше.",ios
1021,U02727,2025-07-07,support_ticket,3,"Супер приложение! Занимаюсь каждый день уже 2 месяца, чувствую себя прекрасно.",android
85,U00220,2025-07-08,app_store_review,1,"Йога — только для начинающих. А где виньяса, аштанга? Добавьте что-нибудь серьёзное.",ios
159,U00406,2025-07-09,in_app_feedback,5,"Алексей по силовым — профи. Чувствуется, что он реально разбирается в биомеханике.",ios
873,U02370,2025-07-10,app_store_review,5,"Круто, что есть программы по уровням. Начинал с нуля, сейчас уже на среднем.",ios
994,U02672,2025-07-10,google_play_review,3,"Онбординг не пропускается. Я уже занимаюсь спортом, мне не нужны базовые советы.",web
738,U02033,2025-07-11,google_play_review,1,Уведомления приходят в 3 часа ночи. Настройки времени не работают.,android
996,U02672,2025-07-11,google_play_review,1,Приложение вылетает каждый раз при попытке начать тренировку. Уже переустанавливал — не помогает.,web
204,U00560,2025-07-12,app_store_review,3,"Алексей по силовым — профи. Чувствуется, что он реально разбирается в биомеханике.",ios
430,U01185,2025-07-12,nps_survey,5,Нравится функция напоминаний. Помогает не пропускать тренировки.,android
568,U01555,2025-07-12,support_ticket,4,"Рекомендую всем! Качество видео на высоте, тренеры мотивируют.",android
815,U02206,2025-07-12,google_play_review,1,"Видео не грузится, потом приложение падает. Wi-Fi отличный, с другими приложениями проблем нет.",web
259,U00683,2025-07-13,app_store_review,5,Нет возможности поставить тренировку на паузу и продолжить потом. Неудобно.,ios
140,U00367,2025-07-14,app_store_review,4,Лучшее фитнес-приложение на русском языке. Спасибо!,ios
172,U00437,2025-07-14,google_play_review,3,"Подписка слишком дорогая для того объёма контента, что есть. Снизьте цену или добавьте функций.",web
427,U01178,2025-07-14,app_store_review,5,"Отличное приложение! Медитации перед сном — лучшее, что я пробовал.",ios
263,U00688,2025-07-15,in_app_feedback,3,"Удобный интерфейс, красивый дизайн. Приятно заниматься.",android
501,U01365,2025-07-15,in_app_feedback,3,"Классные тренеры, но мало программ. За 3 месяца ощущение, что контент закончился.",ios
417,U01151,2025-07-16,google_play_review,5,Тренер Анна — огонь! Её программа по йоге реально изменила мою гибкость.,android
778,U02124,2025-07-17,app_store_review,1,Поиск не работает нормально. Ищу 'йога для спины' — показывает HIIT.,ios
26,U00061,2025-07-18,google_play_review,5,Подарил жене подписку — она в восторге. Занимается каждый день.,web
40,U00122,2025-07-18,in_app_feedback,5,"Медитаций всего штук 10. Конкуренты предлагают сотни. Добавьте, пожалуйста!",android
77,U00203,2025-07-18,in_app_feedback,1,Нет фильтра по длительности. Хочу найти тренировку на 20 минут — приходится листать всё.,web
407,U01116,2025-07-18,in_app_feedback,5,Нравится функция напоминаний. Помогает не пропускать тренировки.,android
551,U01523,2025-07-18,in_app_feedback,1,Постоянные краши на андроиде. После обновления стало ещё хуже. Верните старую версию!,web
776,U02124,2025-07-18,in_app_feedback,2,"Заставляют выбрать цель, но нет варианта 'просто хочу двигаться'. Не всем нужны KPI.",ios
212,U00575,2025-07-19,app_store_review,5,Хочу больше коротких тренировок на 10-15 минут для перерывов между работой.,ios
804,U02189,2025-07-19,google_play_review,1,Первая тренировка-рекомендация была слишком сложной. Чуть не умер. Плохой подбор.,android
507,U01377,2025-07-20,in_app_feedback,3,Контент однообразный. Каждую неделю одни и те же тренировки по кругу.,android
805,U02189,2025-07-20,in_app_feedback,1,"Подписка слишком дорогая для того объёма контента, что есть. Снизьте цену или добавьте функций.",android
